Date,Temperature_C,Humidity_Pct,Rainfall_mm
2023-01-01,16.662276020592046,66.17952785474137,0.0
2023-01-02,14.929423212713903,35.026989732018386,1.8006425275232356
2023-01-03,17.459262286534614,78.74491512053723,0.0
2023-01-04,20.257113837247275,70.19732713846989,1.947539206789902
2023-01-05,15.157187863204458,79.97015164789478,7.9454404157507765
2023-01-06,15.328606103626806,30.0,0.0
2023-01-07,20.939718895515703,96.32562057171091,3.14616487231249
2023-01-08,18.675091908591376,62.90615557767239,4.769734477902515
2023-01-09,15.134665048837954,81.62274225106275,5.754178071784992
2023-01-10,18.34061157257267,49.401411093117034,6.444543388896397
2023-01-11,15.492014019995057,74.19160857593855,0.0
2023-01-12,15.65385573797542,49.198766552395156,7.571477569718712
2023-01-13,17.945101944739758,55.64346558956292,2.831942447448347
2023-01-14,11.646886926086106,93.71047030800179,0.0
2023-01-15,12.378779453622771,62.1397639885498,0.0
2023-01-16,16.03271898761814,68.26149309769585,2.5340465578425038
2023-01-17,14.846330967802817,78.05101596033131,0.0
2023-01-18,18.99195424434871,72.43522831958907,2.0467231049227057
2023-01-19,15.48862439036001,67.25628357715365,2.1968274910379257
2023-01-20,14.138317891935259,70.47441503699338,0.0
2023-01-21,22.933707528528377,100.0,1.6652107754173158
2023-01-22,18.019916527447123,64.13571804449622,2.953549264082792
2023-01-23,19.059218676499842,68.01648570072452,0.0
2023-01-24,14.74063533341936,80.75981594011418,0.0
2023-01-25,17.53878785254762,81.58288899436975,0.0
2023-01-26,19.660523694633913,82.8054545834057,0.0
2023-01-27,16.0293126851372,74.58095333043777,5.212632354104803
2023-01-28,20.762596764065524,47.854926309042746,0.0
2023-01-29,17.98542233140147,89.50147298451644,2.01223225011044
2023-01-30,19.062674252219942,47.804819104719684,0.0
2023-01-31,18.281589601832852,69.5395319785855,0.0
2023-02-01,25.790990627182314,53.68586224970963,3.7683034035082508
2023-02-02,20.339560041169197,64.0379248011051,2.6102506112527943
2023-02-03,17.351220344808496,69.9314361545522,0.0
2023-02-04,23.134652299220743,69.8203582317541,0.0
2023-02-05,17.14547178462494,71.32881131352927,0.0
2023-02-06,21.5738576546219,89.20566903587971,0.0
2023-02-07,15.205758329511935,71.8030145227097,2.171988533791091
2023-02-08,17.235909337713384,61.33765047064027,0.0
2023-02-09,21.944906716509145,79.46130752432536,0.0
2023-02-10,23.701695350336045,82.8420573338696,0.0
2023-02-11,22.13045102599269,46.58588277294511,5.03976713659422
2023-02-12,21.397491341164734,73.96100104774787,9.997912151804702
2023-02-13,20.9672165854688,75.51759113466348,0.0
2023-02-14,17.55901729941419,60.53654744960012,2.862649760601149
2023-02-15,19.957033597633618,85.6356021996743,0.0
2023-02-16,20.854524070079762,62.7491661945121,0.0
2023-02-17,25.5255369082966,66.88364680207313,2.8070029019906837
2023-02-18,23.500575745670936,62.40392263574196,5.012499985674345
2023-02-19,17.29393761869742,65.23368571372201,6.028957573174412
2023-02-20,23.666400177023764,48.55587369657197,1.7213458868909275
2023-02-21,21.647711669458804,43.39923676108559,0.0
2023-02-22,20.878690566649897,88.91757594837458,3.0980886191541974
2023-02-23,24.848639748269367,52.29557977522508,0.0
2023-02-24,26.208389157561463,50.129114758155396,1.660565681903547
2023-02-25,26.00860589037274,32.699148295944276,0.0
